id,title,author/0,author/1,author/2,institution/0,citedby/0,year,author/3,institution/1,cites/0,cites/1,cites/2,cites/3,cites/4,cites/5,citedby/1,author/4,citedby/2,citedby/3,citedby/4,citedby/5,citedby/6,citedby/7,citedby/8,citedby/9,citedby/10,citedby/11,citedby/12,citedby/13,citedby/14,citedby/15,citedby/16,institution/2,citedby/17,citedby/18,citedby/19,citedby/20,citedby/21,citedby/22,citedby/23,citedby/24,citedby/25,citedby/26,citedby/27,citedby/28,citedby/29,citedby/30,citedby/31,citedby/32,citedby/33,citedby/34,citedby/35,citedby/36,citedby/37,citedby/38,citedby/39,citedby/40,citedby/41,citedby/42,citedby/43,citedby/44,citedby/45,citedby/46,citedby/47,citedby/48,citedby/49,citedby/50,citedby/51,citedby/52,citedby/53,citedby/54,citedby/55,citedby/56,citedby/57,citedby/58,citedby/59,citedby/60,citedby/61,author/5,author/6,institution/3,cites/6,cites/7,cites/8,citedby/62,citedby/63,citedby/64,citedby/65,citedby/66,citedby/67,citedby/68,citedby/69,citedby/70,citedby/71,citedby/72,citedby/73,citedby/74,citedby/75,citedby/76,citedby/77,citedby/78,citedby/79,citedby/80,citedby/81,citedby/82,citedby/83,citedby/84,citedby/85,citedby/86,citedby/87,citedby/88,institution/4,institution/5,institution/6,author/7,cites/9,author/8,author/9,author/10,author/11,author/12,author/13,cites/10,cites/11,institution/7,institution/8,cites/12,cites/13,cites/14,cites/15,cites/16,cites/17,cites/18,cites/19,cites/20,cites/21,cites/22,cites/23
10.1007/3-540-44541-2_22,A Fast Layout Algorithm for k-Level Graphs,Christoph Buchheim,Michael Jünger,Sebastian Leipert,Universität zu Köln,10.1007/3-540-44541-2_22,2000,,,10.1007/BFb0021828,10.1007/3-540-37623-2_44,,,,,10.1007/3-540-45848-4_3,,10.1007/978-3-642-11805-0_11,10.1007/978-3-642-18469-7_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-03841-4_39,Incremental Grid-Like Layout Using Soft and Hard Constraints,Tim Dwyer,Steve Kieffer,Michael Wybrow,Monash University,10.1007/978-3-319-03841-4_39,2013,Kim Marriott,National ICT Australia,10.1007/3-540-62495-3_50,10.1007/3-540-36151-0_1,10.1007/978-3-642-00219-9_22,10.1007/978-3-642-00219-9_41,10.1007/978-3-540-31843-9_25,10.1007/11618058_15,10.1007/978-3-662-45803-7_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_23,Graph Layout for Displaying Data Structures,Vance Waddle,,,IBM Research,10.1007/978-3-540-31843-9_22,2000,,,10.1007/3-540-62495-3_50,10.1007/BFb0021837,10.1007/3-540-62495-3_62,10.1007/978-3-642-25878-7_9,10.1007/BFb0021824,10.1007/3-540-63938-1_86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-03841-4_38,"Drawing Arrangement Graphs in Small Grids, or How to Play Planarity",David Eppstein,,,University of California,10.1007/978-3-319-03841-4_19,2013,,,10.1007/978-3-319-03841-4_19,10.1007/978-3-642-11805-0_32,10.1007/978-3-642-25878-7_8,10.1007/978-3-540-31843-9_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_24,k-Layer Straightline Crossing Minimization by Speeding Up Sifting,Wolfgang Günther,Robby Schönfeld,Paul Molitor,Institute for Computer Science Martin-Luther-University,10.1007/3-540-36151-0_27,2000,Bernd Becker,Albert-Ludwigs-University,10.1007/3-540-46648-7_22,10.1007/3-540-37623-2_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_25,Lower Bounds for the Number of Bends in Three-Dimensional Orthogonal Graph Drawings,David R. Wood,,,The University of Sydney,10.1007/11618058_33,2000,,,10.1007/3-540-37623-2_25,10.1007/3-540-46648-7_5,10.1007/3-540-63938-1_50,10.1007/3-540-63938-1_70,10.1007/3-540-37623-2_7,,10.1007/3-540-44541-2_25,,10.1007/978-3-540-31843-9_3,10.1007/3-540-45848-4_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_26,Orthogonal Drawings of Cycles in 3D Space,Sue Whitesides,Giuseppe Di Battista,Giuseppe Liotta,Università di Roma Tre,10.1007/11618058_33,2000,Anna Lubiw,University of Waterloo,10.1007/3-540-37623-2_25,10.1007/3-540-63938-1_52,10.1007/3-540-63938-1_50,10.1007/3-540-58950-3_359,10.1007/3-540-58950-3_351,,10.1007/978-3-540-24595-7_55,,10.1007/3-540-36151-0_14,,,,,,,,,,,,,,,McGill University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Università degli Studi di Perugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-03841-4_35,On Orthogonally Convex Drawings of Plane Graphs,Yi Jun Chang,Hsu Chun Yen,,National Taiwan University,,2013,,,10.1007/3-540-45848-4_31,10.1007/11618058_37,10.1007/3-540-58950-3_384,10.1007/978-3-642-25878-7_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_27,Three-Dimensional Orthogonal Graph Drawing with Optimal Volume,Torsten Thiele,David R. Wood,Therese Biedl,The University of Sydney,10.1007/978-3-540-31843-9_42,2000,,University of Waterloo,10.1007/3-540-37623-2_25,10.1007/3-540-63938-1_52,10.1007/3-540-46648-7_5,10.1007/3-540-63938-1_50,10.1007/3-540-37623-2_7,10.1007/3-540-46648-7_32,10.1007/978-3-642-36763-2_44,,10.1007/3-540-45848-4_25,10.1007/3-540-44541-2_27,10.1007/978-3-642-18469-7_19,10.1007/978-3-540-24595-7_23,10.1007/3-540-45848-4_24,10.1007/978-3-642-00219-9_9,,,,,,,,,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-37623-2_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-03841-4_34,Stub Bundling and Confluent Spirals for Geographic Networks,Arlind Nocaj,Ulrik Brandes,,University of Konstanz,,2013,,,10.1007/978-3-642-36763-2_55,10.1007/978-3-642-25878-7_9,10.1007/978-3-540-24595-7_1,10.1007/978-3-642-18469-7_30,10.1007/3-540-37623-2_4,10.1007/978-3-642-25878-7_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-540-70904-6_27,10.1007/978-3-642-25878-7_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_28,A Linear-Time Algorithm for Bend-Optimal Orthogonal Drawings of Biconnected Cubic Plane Graphs,Makiko Yoshikawa,Shin ichi Nakano,,Gunma University,,2000,,,10.1007/3-540-58950-3_384,10.1007/3-540-62495-3_49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-03841-4_37,Slanted Orthogonal Drawings,Vincenzo Roselli,Robert Krug,Stefan Näher,Universität Tübingen,,2013,Michael Kaufmann,Università di Roma Tre,10.1007/BFb0021809,10.1007/3-540-37623-2_10,10.1007/3-540-58950-3_384,10.1007/978-3-642-25878-7_12,,,,Michael A. Bekos,,,,,,,,,,,,,,,,University of Trier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_29,Refinement of Three-Dimensional Orthogonal Graph Drawings,David R. Wood,Benjamin Y. S. Lynn,Antonios Symvonis,The University of Sydney,10.1007/11618058_33,2000,,,10.1007/3-540-37623-2_25,10.1007/3-540-46648-7_5,10.1007/3-540-37623-2_23,10.1007/3-540-63938-1_50,10.1007/3-540-63938-1_70,10.1007/3-540-37623-2_7,10.1007/3-540-45848-4_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-37623-2_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-319-03841-4_36,Planar and Plane Slope Number of Partial 2-Trees,Rahnuma Islam Nishat,Giuseppe Liotta,Debajyoti Mondal,Williams College,10.1007/978-3-662-45803-7_28,2013,William Lenhart,Università degli Studi di Perugia,10.1007/978-3-642-18469-7_27,10.1007/3-540-58950-3_355,10.1007/978-3-642-11805-0_29,10.1007/978-3-642-25878-7_25,10.1007/3-540-44541-2_8,,10.1007/978-3-662-45803-7_15,,10.1007/978-3-319-03841-4_13,,,,,,,,,,,,,,,University of Manitoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_20,A Multi-dimensional Approach to Force-Directed Layouts of Large Graphs,Stephen G. Kobourov,Pawel Gajer,Michael T. Goodrich,Johns Hopkins University,10.1007/11618058_22,2000,,University of Arizona,10.1007/BFb0021794,10.1007/3-540-37623-2_9,10.1007/3-540-62495-3_41,10.1007/3-540-62495-3_42,10.1007/3-540-44541-2_18,10.1007/978-3-642-25878-7_9,10.1007/978-3-642-25878-7_31,,10.1007/978-3-540-24595-7_42,10.1007/978-3-642-00219-9_10,10.1007/978-3-540-24595-7_40,10.1007/3-540-36151-0_20,10.1007/978-3-642-36763-2_6,10.1007/978-3-642-18469-7_12,10.1007/978-3-319-03841-4_24,10.1007/978-3-642-36763-2_37,10.1007/11618058_28,10.1007/978-3-540-31843-9_25,10.1007/978-3-540-31843-9_29,10.1007/3-540-44541-2_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-44541-2_21,10.1007/3-540-58950-3_382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_21,GRIP: Graph dRawing with Intelligent Placement,Stephen G. Kobourov,Pawel Gajer,,Johns Hopkins University,10.1007/11618058_22,2000,,University of Arizona,10.1007/BFb0021794,10.1007/3-540-44541-2_18,10.1007/978-3-642-25878-7_9,10.1007/3-540-44541-2_20,,,10.1007/978-3-540-24595-7_9,,10.1007/978-3-642-18469-7_8,10.1007/978-3-642-25878-7_31,10.1007/978-3-540-24595-7_41,10.1007/978-3-642-00219-9_10,10.1007/3-540-44541-2_39,10.1007/978-3-642-36763-2_37,10.1007/978-3-540-31843-9_44,10.1007/978-3-540-31843-9_47,10.1007/978-3-319-27261-0_3,10.1007/3-540-44541-2_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_24,Visualizing Large and Clustered Networks,Stephan Kottler,Katharina A. Lehmann,,Universität Tübingen,10.1007/978-3-540-70904-6_24,2006,,,10.1007/978-3-540-31843-9_2,10.1007/978-3-540-24595-7_40,10.1007/11618058_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_23,Straight-Line Drawing of Quadrangulations,Éric Fusy,,,INRIA Rocquencourt,10.1007/978-3-642-11805-0_41,2006,,,10.1007/3-540-46648-7_15,10.1007/11618058_17,10.1007/978-3-540-31843-9_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_22,Parameterized st-Orientations of Graphs: Algorithms and Experiments,Ioannis G. Tollis,Charalampos Papamanthou,,Brown University,,2006,,University of Crete,10.1007/11618058_32,10.1007/3-540-62495-3_58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_21,Chordal Graphs as Intersection Graphs of Pseudosegments,Cornelia Dangelmayr,Stefan Felsner,,Freie Universität Berlin,,2006,,Technische Universität Berlin,10.1007/978-3-540-31843-9_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_20,Computing Geometric Minimum-Dilation Graphs Is NP-Hard,Rolf Klein,Martin Kutz,,Max-Planck-Institut für Informatik,10.1007/978-3-642-36763-2_23,2006,,Universität Bonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_29,Choosing Colors for Geometric Graphs Via Color Space Embeddings,David Eppstein,Michael B. Dillencourt,Michael T. Goodrich,"Dept. of Computer Science, University of California, Irvine, CA 92697-3425",10.1007/978-3-642-18469-7_25,2006,,,,,,,,,10.1007/978-3-662-45803-7_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_28,Upright-Quad Drawing of st-Planar Learning Spaces,David Eppstein,,,"University of California, Irvine",,2006,,,10.1007/11618058_16,10.1007/978-3-540-31843-9_19,10.1007/978-3-540-24595-7_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_27,Minimizing Intra-edge Crossings in Wiring Diagrams and Public Transportation Maps,Marc Benkert,Takeaki Uno,Alexander Wolff,Universität Karlsruhe,10.1007/978-3-319-03841-4_29,2006,Martin Nöllenburg,"National Institute of Informatics, Tokyo",10.1007/11618058_5,10.1007/11618058_29,,,,,10.1007/978-3-319-03841-4_34,,10.1007/978-3-642-11805-0_36,10.1007/978-3-319-03841-4_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_26,Path Simplification for Metro Map Layout,Joachim Gudmundsson,Damian Merrick,,National ICT Australia,10.1007/978-3-642-36763-2_24,2006,,University of Sydney,10.1007/978-3-540-70904-6_8,10.1007/978-3-540-31843-9_50,10.1007/11618058_29,,,,10.1007/978-3-642-00219-9_25,,10.1007/978-3-540-70904-6_8,10.1007/978-3-642-00219-9_33,10.1007/978-3-540-70904-6_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_25,Partitioned Drawings,Martin Siebenhaller,,,Universität Tübingen,,2006,,,10.1007/BFb0021809,10.1007/3-540-36151-0_1,10.1007/978-3-540-31843-9_17,10.1007/3-540-37623-2_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_33,A Layout Algorithm for Bar-Visibility Graphs on the Möbius Band,Alice M. Dean,,,Skidmore College,,2000,,,10.1007/3-540-58950-3_367,10.1007/3-540-45848-4_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_34,An Algorithm for Finding Three Dimensional Symmetry in Trees,Peter Eades,Seok Hee Hong,,University of Sydney,10.1007/3-540-36151-0_5,2000,,,10.1007/3-540-37623-2_15,10.1007/3-540-46648-7_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_35,On Maximum Symmetric Subgraphs,Ho Lin Chen,Hsu Chun Yen,Hsueh I. Lu,National Taiwan University,10.1007/3-540-45848-4_16,2000,,Academia Sinica,10.1007/3-540-58950-3_378,10.1007/3-540-46648-7_30,,,,,10.1007/978-3-540-24595-7_16,,10.1007/3-540-36151-0_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_36,Clan-Based Incremental Drawing,Carolyn L. McCreary,Fwu Shan Shieh,,Compaq Computer Corporation,10.1007/978-3-540-31843-9_41,2000,,"Minolta-QMS, Inc.",10.1007/BFb0021824,10.1007/BFb0021831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_37,The Marey Graph Animation Tool Demo,Carsten Friedrich,Peter Eades,,The University of Newcastle,10.1007/978-3-540-24595-7_30,2000,,,10.1007/3-540-62495-3_43,10.1007/3-540-37623-2_34,10.1007/3-540-37623-2_29,10.1007/3-540-63938-1_88,10.1007/3-540-58950-3_351,10.1007/3-540-63938-1_53,10.1007/3-540-45848-4_19,,10.1007/3-540-45848-4_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_38,Graph Data Format Workshop Report,Ulrik Brandes,M. Scott Marshall,Stephen C. North,Centrum voor Wiskunde en Informatica,10.1007/3-540-45848-4_59,2000,,University of Konstanz,,,,,,,,,,,,,,,,,,,,,,,,AT&T Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_39,Graph-Drawing Contest Report,Michael Himsolt,Franz Brandenburg,Ulrik Brandes,University of Konstanz,,2000,Marcus Raitner,Universität Passau,10.1007/3-540-62495-3_43,10.1007/3-540-37623-2_34,10.1007/3-540-63938-1_88,10.1007/3-540-44541-2_21,,,,,,,,,,,,,,,,,,,,DaimlerChrysler Forschungszentrum Ulm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_2,The Algorithmic Beauty of Digital Nature,Oliver Deussen,,,University of Constance,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_30,ω-Searchlight Obedient Graph Drawings,Gill Barequet,,,The Technion—Israel Institute of Technology,,2000,,,10.1007/3-540-46648-7_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_1,The Number of Triangulations on Planar Point Sets,Emo Welzl,,,"Institute of Theoretical Computer Science, ETH Zurich",,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_31,Unavoidable Configurations in Complete Topological Graphs,János Pach,Géza Tóth,,Massachusetts Institute of Technology,10.1007/978-3-540-77537-9_16,2000,,Hungarian Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,,Courant Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_4,Multipole-Based Force Approximation Revisited – A Simple but Fast Implementation Using a Dynamized Enclosing-Circle-Enhanced k-d-Tree,Ulrich Lauther,,,"Siemens AG, CT SE 6, Otto-Hahn Ring 6, 81730 München",,2006,,,10.1007/3-540-44541-2_19,10.1007/3-540-37623-2_33,10.1007/978-3-540-31843-9_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/3-540-44541-2_32,Minimum Weight Drawings of Maximal Triangulations,Giuseppe Liotta,William Lenhart,,Williams College,,2000,,Università degli Studi di Perugia,10.1007/3-540-37623-2_46,10.1007/3-540-46648-7_38,10.1007/BFb0021821,10.1007/3-540-63938-1_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-70904-6_3,Integrating Edge Routing into Force-Directed Layout,Tim Dwyer,Michael Wybrow,Kim Marriott,Monash University,10.1007/978-3-642-11805-0_15,2006,,,10.1007/11618058_40,10.1007/978-3-540-31843-9_46,10.1007/3-540-46648-7_36,10.1007/BFb0021827,10.1007/3-540-37623-2_4,10.1007/978-3-540-31843-9_25,10.1007/978-3-642-11805-0_37,,10.1007/978-3-642-00219-9_22,10.1007/978-3-319-03841-4_31,10.1007/978-3-540-77537-9_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-63938-1_68,10.1007/11618058_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_52,Gravisto: Graph Visualization Toolkit,Michael Forster,Franz J. Brandenburg,Marcus Raitner,Ludwig Maximilian University Munich,10.1007/978-3-642-00219-9_34,2004,Christian Bachmaier,University of Passau,10.1007/3-540-62495-3_43,10.1007/3-540-37623-2_34,10.1007/3-540-63938-1_88,,,,10.1007/978-3-642-36763-2_47,Paul Holleis,10.1007/978-3-642-18469-7_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_53,DNA Secondary Structures for Probe Design,Yanga Byun,Kyungsook Han,,Inha University,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_50,The Metro Map Layout Problem,Hugo A. D. do Nascimento,Damian Merrick,Seok Hee Hong,University of Sydney,10.1007/978-3-540-70904-6_8,2004,,Instituto de Informatica-UFG,10.1007/3-540-46648-7_36,,,,,,10.1007/978-3-540-31843-9_50,,10.1007/978-3-642-11805-0_12,10.1007/978-3-642-00219-9_33,10.1007/11618058_29,10.1007/978-3-540-77537-9_24,10.1007/11618058_14,10.1007/978-3-540-70904-6_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_51,An Interactive Multi-user System for Simultaneous Graph Drawing,Stephen G. Kobourov,Chandan Pitta,,University of Arizona,10.1007/978-3-642-00219-9_17,2004,,,10.1007/978-3-540-24595-7_41,10.1007/3-540-37623-2_8,10.1007/978-3-540-24595-7_2,,,,10.1007/11618058_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
